Time,Slice,Asked,Admitted,Dropped,SLA_violation
39,mMTC,0.38285260932971643,0,0.38285260932971643,1
40,eMBB,12.004193447698638,12.004193447698638,0,0
40,URLLC,4.382961414858964,4.382961414858964,0,0
40,mMTC,0.3959804533341499,0.22743723366437774,0.16854321966977215,1
41,eMBB,11.698744145803973,11.698744145803973,0,0
41,URLLC,4.359871354220324,4.359871354220324,0,0
41,mMTC,0.3642792437000778,0.3642792437000778,0,0
42,eMBB,13.167000794136895,13.167000794136895,0,0
42,URLLC,4.4744250335281945,3.5872010548734057,0.8872239786547889,0
42,mMTC,0.43006979267473483,0,0.43006979267473483,1
43,eMBB,12.87505542923426,12.87505542923426,0,0
43,URLLC,4.405135411703429,3.8354224543226128,0.5697129573808164,0
43,mMTC,0.36210028927655935,0,0.36210028927655935,1
44,eMBB,12.089823724575929,12.089823724575929,0,0
44,URLLC,4.626033007206457,4.6224265179801876,0.0036064892262697157,0
44,mMTC,0.3615916546461048,0,0.3615916546461048,1
45,eMBB,12.615990588381706,12.615990588381706,0,0
45,URLLC,4.598012045128422,4.200638563566137,0.39737348156228425,0
45,mMTC,0.41427740009228875,0,0.41427740009228875,1
46,eMBB,11.458949210751888,11.458949210751888,0,0
46,URLLC,4.336562804920625,4.336562804920625,0,0
46,mMTC,0.36708401802113155,0.36708401802113155,0,0
47,eMBB,12.406341259921629,12.406341259921629,0,0
47,URLLC,4.342425407511723,4.342425407511723,0,0
47,mMTC,0.43980775912524767,0.15577689163599118,0.2840308674892565,1
48,eMBB,12.598255628436906,12.598255628436906,0,0
48,URLLC,4.65789092810617,4.148015852860794,0.5098750752453753,0
48,mMTC,0.4355605740514692,0,0.4355605740514692,1
49,eMBB,11.920441264709094,11.920441264709094,0,0
49,URLLC,4.539946979797916,4.539946979797916,0,0
49,mMTC,0.3799338379127813,0.18192284698262462,0.19801099093015667,1
50,eMBB,12.052255022498565,12.052255022498565,0,0
50,URLLC,4.3876356582922,4.3876356582922,0,0
50,mMTC,0.39466877117898785,0.394217851620172,0.00045091955881587653,0
51,eMBB,11.504540331340603,11.504540331340603,0,0
51,URLLC,4.590702518682359,4.590702518682359,0,0
51,mMTC,0.41330530951896727,0.41330530951896727,0,0
52,eMBB,12.829000411306591,12.829000411306591,0,0
52,URLLC,4.599330504138462,3.9461843497176687,0.653146154420793,0
52,mMTC,0.4328694422232579,0,0.4328694422232579,1
53,eMBB,11.585346767135661,11.585346767135661,0,0
53,URLLC,4.648533590783791,4.648533590783791,0,0
53,mMTC,0.4367212759441636,0.4367212759441636,0,0
54,eMBB,11.075768664349253,11.075768664349253,0,0
54,URLLC,4.315613320867899,4.315613320867899,0,0
54,mMTC,0.4141466603914038,0.4141466603914038,0,0
55,eMBB,12.729425002230842,12.729425002230842,0,0
55,URLLC,4.6026527623032845,4.00346046994799,0.5991922923552941,0
55,mMTC,0.4376980855679045,0,0.4376980855679045,1
56,eMBB,12.589337561703298,12.589337561703298,0,0
56,URLLC,4.367603880704343,4.108724371012391,0.25887950969195206,0
56,mMTC,0.39392444800780996,0,0.39392444800780996,1
57,eMBB,12.414018040503588,12.414018040503588,0,0
57,URLLC,4.497463836993679,4.229569185127584,0.2678946518660945,0
57,mMTC,0.3861577295872256,0,0.3861577295872256,1
58,eMBB,12.369388486004091,12.369388486004091,0,0
58,URLLC,4.663278500490905,4.324823577102745,0.3384549233881602,0
58,mMTC,0.4253345855088566,0,0.4253345855088566,1
59,eMBB,11.667386425414199,11.667386425414199,0,0
59,URLLC,4.463127643707988,4.463127643707988,0,0
59,mMTC,0.37531392002789216,0.37531392002789216,0,0
60,eMBB,11.738373078277819,11.738373078277819,0,0
60,URLLC,4.501239262238425,4.501239262238425,0,0
60,mMTC,0.39436278397653673,0.39436278397653673,0,0
61,eMBB,11.325264365282907,11.325264365282907,0,0
61,URLLC,4.447108337230228,4.447108337230228,0,0
61,mMTC,0.37680758733163244,0.37680758733163244,0,0
62,eMBB,12.16586417973648,12.16586417973648,0,0
62,URLLC,4.639726517397057,4.574261836437543,0.06546468095951408,0
62,mMTC,0.4147986935052208,0,0.4147986935052208,1
63,eMBB,11.088753986412096,11.088753986412096,0,0
63,URLLC,4.449315673271849,4.449315673271849,0,0
63,mMTC,0.36217520907723455,0.36217520907723455,0,0
64,eMBB,12.153486846989635,12.153486846989635,0,0
64,URLLC,4.364680055476428,4.364680055476428,0,0
64,mMTC,0.41726731460901934,0.2986152225268883,0.11865209208213101,1
65,eMBB,11.019099250401437,11.019099250401437,0,0
65,URLLC,4.441887788749716,4.441887788749716,0,0
65,mMTC,0.38961082404966996,0.38961082404966996,0,0
66,eMBB,11.60520793201352,11.60520793201352,0,0
66,URLLC,4.3089341693258305,4.3089341693258305,0,0
66,mMTC,0.3789155668943873,0.3789155668943873,0,0
67,eMBB,11.67816535952842,11.67816535952842,0,0
67,URLLC,4.3055762849336565,4.3055762849336565,0,0
67,mMTC,0.3691244160747204,0.3691244160747204,0,0
68,eMBB,10.851451700053719,10.851451700053719,0,0
68,URLLC,4.465707980610104,4.465707980610104,0,0
68,mMTC,0.4128824295844547,0.4128824295844547,0,0
69,eMBB,11.72478757515833,11.72478757515833,0,0
69,URLLC,4.366609902065534,4.366609902065534,0,0
69,mMTC,0.40085237050354905,0.40085237050354905,0,0
70,eMBB,12.793994567161368,12.793994567161368,0,0
70,URLLC,4.612137667946046,3.823617845554706,0.7885198223913399,0
70,mMTC,0.3916229194251143,0,0.3916229194251143,1
71,eMBB,11.660521440665235,11.660521440665235,0,0
71,URLLC,4.617797641231448,4.617797641231448,0,0
71,mMTC,0.4389894288542336,0.39562394487697716,0.043365483977256425,0
72,eMBB,12.231156072902438,12.231156072902438,0,0
72,URLLC,4.434356931414941,4.434356931414941,0,0
72,mMTC,0.39289767988370833,0.23021621133800707,0.16268146854570126,1
73,eMBB,11.041738290931189,11.041738290931189,0,0
73,URLLC,4.685708801742418,4.685708801742418,0,0
73,mMTC,0.41120987042589346,0.41120987042589346,0,0
74,eMBB,12.638263542196434,12.638263542196434,0,0
74,URLLC,4.607264995404412,3.9374448498702783,0.6698201455341337,0
74,mMTC,0.3924294981117188,0,0.3924294981117188,1
75,eMBB,11.589614308529708,11.589614308529708,0,0
75,URLLC,4.6502988095865305,4.6502988095865305,0,0
75,mMTC,0.43679931973578834,0.43679931973578834,0,0
76,eMBB,11.593340687176468,11.593340687176468,0,0
76,URLLC,4.629720684404568,4.629720684404568,0,0
76,mMTC,0.4132161687735612,0.4132161687735612,0,0
77,eMBB,12.17662937625092,12.17662937625092,0,0
77,URLLC,4.513935905797124,4.4600495392942126,0.05388636650291101,0
77,mMTC,0.4196445575976836,0,0.4196445575976836,1
78,eMBB,11.819273521039356,11.819273521039356,0,0
78,URLLC,4.465170193099195,4.465170193099195,0,0
78,mMTC,0.4207016044893991,0.4207016044893991,0,0
79,eMBB,12.776074847903507,12.776074847903507,0,0
79,URLLC,4.542512476334647,4.047968648990723,0.4945438273439233,0
79,mMTC,0.3736509634560736,0,0.3736509634560736,1
80,eMBB,12.69618810399673,12.69618810399673,0,0
80,URLLC,4.6431076561568965,4.026556610812831,0.6165510453440657,0
80,mMTC,0.4112940473395444,0,0.4112940473395444,1
81,eMBB,12.055593226086572,12.055593226086572,0,0
81,URLLC,4.380332848527545,4.380332848527545,0,0
81,mMTC,0.3773776651811642,0.27856764141586066,0.09881002376530357,1
82,eMBB,13.036349430580449,13.036349430580449,0,0
82,URLLC,4.386548371076781,3.8586616213819607,0.5278867496948205,0
82,mMTC,0.3766429783349005,0,0.3766429783349005,1
83,eMBB,12.300484530021642,12.300484530021642,0,0
83,URLLC,4.364856889655988,4.364856889655988,0,0
83,mMTC,0.362837763134736,0.0500907322793136,0.3127470308554224,1
84,eMBB,11.29864761155778,11.29864761155778,0,0
84,URLLC,4.536880839580338,4.536880839580338,0,0
84,mMTC,0.43737773351424614,0.43737773351424614,0,0
85,eMBB,12.36328871748539,12.36328871748539,0,0
85,URLLC,4.583754997055557,4.3836919243046815,0.20006307275087565,0
85,mMTC,0.38910672115731837,0,0.38910672115731837,1
86,eMBB,10.974308485903048,10.974308485903048,0,0
86,URLLC,4.46973282860163,4.46973282860163,0,0
86,mMTC,0.41800470054207156,0.41800470054207156,0,0
87,eMBB,13.085578618342565,13.085578618342565,0,0
87,URLLC,4.454664428475982,3.5591474344798417,0.8955169939961403,0
87,mMTC,0.3744400604707556,0,0.3744400604707556,1
88,eMBB,12.541163678747916,12.541163678747916,0,0
88,URLLC,4.302856243536713,4.1818995382482935,0.12095670528841929,0
88,mMTC,0.39806516204259607,0,0.39806516204259607,1
89,eMBB,12.976145345285317,12.976145345285317,0,0
89,URLLC,4.413082816394605,3.901643657484648,0.5114391589099574,0
89,mMTC,0.36223921293219496,0,0.36223921293219496,1
90,eMBB,12.144448313832083,12.144448313832083,0,0
90,URLLC,4.526881428833587,4.526881428833587,0,0
90,mMTC,0.39034564437089286,0.2277017676988855,0.16264387667200736,1
91,eMBB,13.09654692782062,13.09654692782062,0,0
91,URLLC,4.460392646334447,3.7776205573112858,0.6827720890231612,0
91,mMTC,0.4071851817285035,0,0.4071851817285035,1
92,eMBB,12.380650053089502,12.380650053089502,0,0
92,URLLC,4.536030016908891,4.302190625845379,0.2338393910635128,0
92,mMTC,0.3609359787902158,0,0.3609359787902158,1
93,eMBB,11.902189650416549,11.902189650416549,0,0
93,URLLC,4.445317238414951,4.445317238414951,0,0
93,mMTC,0.40833098591663014,0.40833098591663014,0,0
94,eMBB,12.263938215691233,12.263938215691233,0,0
94,URLLC,4.321893831611584,4.321893831611584,0,0
94,mMTC,0.3940965939693685,0.006600018858490486,0.38749657511087804,1
95,eMBB,10.90000175280917,10.90000175280917,0,0
95,URLLC,4.552268677625311,4.552268677625311,0,0
95,mMTC,0.41442436986848114,0.41442436986848114,0,0
96,eMBB,12.726314059341558,12.726314059341558,0,0
96,URLLC,4.470455711050932,3.9533278575319386,0.5171278535189936,0
96,mMTC,0.4240725289680124,0,0.4240725289680124,1
97,eMBB,11.509456003257863,11.509456003257863,0,0
97,URLLC,4.50096294619846,4.50096294619846,0,0
97,mMTC,0.4333044174594728,0.4333044174594728,0,0
98,eMBB,11.534767857631461,11.534767857631461,0,0
98,URLLC,4.422393737740483,4.422393737740483,0,0
98,mMTC,0.4351007457211816,0.4351007457211816,0,0
99,eMBB,12.725093164149506,12.725093164149506,0,0
99,URLLC,4.518662393161907,3.8943476927551117,0.6243147004067957,0
99,mMTC,0.3766391402552008,0,0.3766391402552008,1
100,eMBB,11.79400459614144,11.79400459614144,0,0
100,URLLC,4.503627938770463,4.503627938770463,0,0
100,mMTC,0.38922643251782596,0.38922643251782596,0,0
101,eMBB,11.185072360345979,11.185072360345979,0,0
101,URLLC,4.5885028324403505,4.5885028324403505,0,0
101,mMTC,0.39169212984154195,0.39169212984154195,0,0
102,eMBB,11.904501675042306,11.904501675042306,0,0
102,URLLC,4.482645742160292,4.482645742160292,0,0
102,mMTC,0.40876924296337386,0.40876924296337386,0,0
103,eMBB,12.734198833392812,12.734198833392812,0,0
103,URLLC,4.554304656156082,3.9086776084282757,0.6456270477278059,0
103,mMTC,0.3947614955342414,0,0.3947614955342414,1
104,eMBB,11.211640061179075,11.211640061179075,0,0
104,URLLC,4.498553736495196,4.498553736495196,0,0
104,mMTC,0.429806035196977,0.429806035196977,0,0
105,eMBB,12.596214803096887,12.596214803096887,0,0
105,URLLC,4.556268422144334,4.150212463360054,0.4060559587842798,0
105,mMTC,0.4277150187528117,0,0.4277150187528117,1
106,eMBB,13.154203027959156,13.154203027959156,0,0
106,URLLC,4.688074252726752,3.709479285508827,0.9785949672179246,0
106,mMTC,0.38118286136782104,0,0.38118286136782104,1
107,eMBB,11.304151691967052,11.304151691967052,0,0
107,URLLC,4.637999356236355,4.637999356236355,0,0
107,mMTC,0.40191996271142755,0.40191996271142755,0,0
108,eMBB,11.334287115053524,11.334287115053524,0,0
108,URLLC,4.461661405678479,4.461661405678479,0,0
108,mMTC,0.42383423038947676,0.42383423038947676,0,0
109,eMBB,11.264544889973038,11.264544889973038,0,0
109,URLLC,4.605800354231781,4.605800354231781,0,0
109,mMTC,0.4120101556148833,0.4120101556148833,0,0
110,eMBB,12.868509242713877,12.868509242713877,0,0
110,URLLC,4.549288238180289,3.9044679898721704,0.6448202483081182,0
110,mMTC,0.4090847334354895,0,0.4090847334354895,1
111,eMBB,12.109764929523879,12.109764929523879,0,0
111,URLLC,4.654837876165756,4.654837876165756,0,0
111,mMTC,0.4131450525078763,0.002816925644037127,0.4103281268638392,1
112,eMBB,11.371145448776987,11.371145448776987,0,0
112,URLLC,4.3589854238330465,4.3589854238330465,0,0
112,mMTC,0.38318644163350657,0.38318644163350657,0,0
113,eMBB,12.556180664075193,12.556180664075193,0,0
113,URLLC,4.312028640405895,4.282577648527049,0.029450991878846366,0
113,mMTC,0.4060475509942351,0,0.4060475509942351,1
114,eMBB,11.5512760309677,11.5512760309677,0,0
114,URLLC,4.626502591824278,4.626502591824278,0,0
114,mMTC,0.36625810073865633,0.36625810073865633,0,0
115,eMBB,11.642458824075868,11.642458824075868,0,0
115,URLLC,4.363768106974709,4.363768106974709,0,0
115,mMTC,0.4032703225620042,0.4032703225620042,0,0
116,eMBB,12.083635486728475,12.083635486728475,0,0
116,URLLC,4.345737565237746,4.345737565237746,0,0
116,mMTC,0.42907083397627144,0.42907083397627144,0,0
117,eMBB,11.030867341462905,11.030867341462905,0,0
117,URLLC,4.477488894588562,4.477488894588562,0,0
117,mMTC,0.3960466431099456,0.3960466431099456,0,0
118,eMBB,12.389690541910864,12.389690541910864,0,0
118,URLLC,4.605830656954268,4.415184578531788,0.19064607842248016,0
118,mMTC,0.37666481843167093,0,0.37666481843167093,1
119,eMBB,11.520512932430696,11.520512932430696,0,0
119,URLLC,4.40901896075921,4.40901896075921,0,0
119,mMTC,0.3864277505753765,0.3864277505753765,0,0
120,eMBB,12.176983993023528,12.176983993023528,0,0
120,URLLC,4.613905402365587,4.587798738750019,0.026106663615568237,0
120,mMTC,0.38180798959301804,0,0.38180798959301804,1
121,eMBB,12.378899330984652,12.378899330984652,0,0
121,URLLC,4.5187499315372355,4.488823267332531,0.029926664204704245,0
121,mMTC,0.36314723985901254,0,0.36314723985901254,1
122,eMBB,12.798250360628632,12.798250360628632,0,0
122,URLLC,4.367096401832896,3.869920283621017,0.497176118211879,0
122,mMTC,0.3712047595091857,0,0.3712047595091857,1
123,eMBB,11.196696516500847,11.196696516500847,0,0
123,URLLC,4.520225069934937,4.520225069934937,0,0
123,mMTC,0.36288861105102205,0.36288861105102205,0,0
124,eMBB,11.708620171101893,11.708620171101893,0,0
124,URLLC,4.532157708255321,4.532157708255321,0,0
124,mMTC,0.39559641119872035,0.39559641119872035,0,0
125,eMBB,11.558752381358895,11.558752381358895,0,0
125,URLLC,4.499464152736634,4.499464152736634,0,0
125,mMTC,0.42274667623597995,0.42274667623597995,0,0
126,eMBB,11.007542664187689,11.007542664187689,0,0
126,URLLC,4.571394814954897,4.571394814954897,0,0
126,mMTC,0.4242927704507189,0.4242927704507189,0,0
127,eMBB,12.826581418595792,12.826581418595792,0,0
127,URLLC,4.362500311738331,3.9519323934061337,0.4105679183321973,0
127,mMTC,0.36478444506625635,0,0.36478444506625635,1
128,eMBB,11.938727004343594,11.938727004343594,0,0
128,URLLC,4.420761282802368,4.420761282802368,0,0
128,mMTC,0.40138876901592524,0.40138876901592524,0,0
129,eMBB,11.638101859044127,11.638101859044127,0,0
129,URLLC,4.433987277778891,4.433987277778891,0,0
129,mMTC,0.40184144276183076,0.40184144276183076,0,0
130,eMBB,11.84667867754344,11.84667867754344,0,0
130,URLLC,4.392180619725682,4.392180619725682,0,0
130,mMTC,0.39180306455736014,0.39180306455736014,0,0
131,eMBB,13.02389274857079,13.02389274857079,0,0
131,URLLC,4.5604874880403115,3.6090227127902335,0.951464775250078,0
131,mMTC,0.4361470675348105,0,0.4361470675348105,1
132,eMBB,12.352085149566227,12.352085149566227,0,0
132,URLLC,4.37706259328349,4.37706259328349,0,0
132,mMTC,0.41704564333592925,0.17734435041157148,0.23970129292435777,1
133,eMBB,12.665251880579815,12.665251880579815,0,0
133,URLLC,4.350963399854918,3.9218903073302,0.42907309252471837,0
133,mMTC,0.40795096037868434,0,0.40795096037868434,1
134,eMBB,13.174137802447335,13.174137802447335,0,0
134,URLLC,4.416078903522064,3.6421860488393154,0.7738928546827486,0
134,mMTC,0.4211534592606092,0,0.4211534592606092,1
135,eMBB,11.705935706423196,11.705935706423196,0,0
135,URLLC,4.471012017877795,4.471012017877795,0,0
135,mMTC,0.4032134952279776,0.4032134952279776,0,0
136,eMBB,12.118654286241046,12.118654286241046,0,0
136,URLLC,4.356851874480656,4.356851874480656,0,0
136,mMTC,0.3801055678005391,0.10197299805936133,0.2781325697411778,1
137,eMBB,11.624765699868457,11.624765699868457,0,0
137,URLLC,4.481872649551792,4.481872649551792,0,0
137,mMTC,0.4308915184317284,0.4308915184317284,0,0
138,eMBB,11.106187605541875,11.106187605541875,0,0
138,URLLC,4.424322882012033,4.424322882012033,0,0
138,mMTC,0.4191883604253553,0.4191883604253553,0,0
139,eMBB,11.7893776495788,11.7893776495788,0,0
139,URLLC,4.512734796701398,4.512734796701398,0,0
139,mMTC,0.3972916235113576,0.3972916235113576,0,0
140,eMBB,12.207065915678303,12.207065915678303,0,0
140,URLLC,4.513825155044737,4.513825155044737,0,0
140,mMTC,0.39773038716965087,0.14362785290149382,0.25410253426815704,1
141,eMBB,11.84083897795475,11.84083897795475,0,0
141,URLLC,4.486818830068893,4.486818830068893,0,0
141,mMTC,0.43598038714565107,0.3141546772182391,0.12182570992741198,0
142,eMBB,12.777784483956982,12.777784483956982,0,0
142,URLLC,4.670586396384306,3.8062770524318914,0.8643093439524145,0
142,mMTC,0.4260858583308675,0,0.4260858583308675,1
143,eMBB,11.060684000529186,11.060684000529186,0,0
143,URLLC,4.654736773061098,4.654736773061098,0,0
143,mMTC,0.4167018021203012,0.4167018021203012,0,0
144,eMBB,11.477325175408932,11.477325175408932,0,0
144,URLLC,4.616796330479494,4.616796330479494,0,0
144,mMTC,0.4114085611262067,0.4114085611262067,0,0
145,eMBB,11.001424968929388,11.001424968929388,0,0
145,URLLC,4.340142124134878,4.340142124134878,0,0
145,mMTC,0.43476285381068497,0.43476285381068497,0,0
146,eMBB,13.113890290113416,13.113890290113416,0,0
146,URLLC,4.562812951546182,3.5329370206503956,1.0298759308957868,0
146,mMTC,0.3624665102539345,0,0.3624665102539345,1
147,eMBB,12.693072858886705,12.693072858886705,0,0
147,URLLC,4.304773597569576,3.9028941599604394,0.4018794376091366,0
147,mMTC,0.40307459723879263,0,0.40307459723879263,1
148,eMBB,11.618957152841316,11.618957152841316,0,0
148,URLLC,4.574130877878764,4.574130877878764,0,0
148,mMTC,0.39619837798130686,0.39619837798130686,0,0
149,eMBB,11.62525433414267,11.62525433414267,0,0
149,URLLC,4.31960970506374,4.31960970506374,0,0
149,mMTC,0.4154885022639843,0.4154885022639843,0,0
150,eMBB,11.735136341162029,11.735136341162029,0,0
150,URLLC,4.535395329437146,4.535395329437146,0,0
150,mMTC,0.381229783191563,0.3239333730598597,0.05729641013170328,0
151,eMBB,11.766354288644333,11.766354288644333,0,0
151,URLLC,4.582434712723742,4.582434712723742,0,0
151,mMTC,0.4390964081178176,0.4390964081178176,0,0
152,eMBB,12.298519375380351,12.298519375380351,0,0
152,URLLC,4.675998177846341,4.3469085984886995,0.3290895793576416,0
152,mMTC,0.37072672606508167,0,0.37072672606508167,1
153,eMBB,12.576290192755305,12.576290192755305,0,0
153,URLLC,4.408818344740932,4.159020613049815,0.24979773169111663,0
153,mMTC,0.38288860573369166,0,0.38288860573369166,1
154,eMBB,11.941885864454791,11.941885864454791,0,0
154,URLLC,4.6485390130144895,4.6485390130144895,0,0
154,mMTC,0.38988259349682786,0.15599497630285075,0.2338876171939771,1
155,eMBB,11.34409808574366,11.34409808574366,0,0
155,URLLC,4.335241554217274,4.335241554217274,0,0
155,mMTC,0.37550260067218794,0.37550260067218794,0,0
156,eMBB,11.75987290002051,11.75987290002051,0,0
156,URLLC,4.348690810848496,4.348690810848496,0,0
156,mMTC,0.4263636113885949,0.4263636113885949,0,0
157,eMBB,12.826171209920656,12.826171209920656,0,0
157,URLLC,4.430807764721694,3.774966124131808,0.6558416405898857,0
157,mMTC,0.3631735429833615,0,0.3631735429833615,1
158,eMBB,13.017721367938508,13.017721367938508,0,0
158,URLLC,4.473597401885666,3.7068126882257193,0.7667847136599466,0
158,mMTC,0.4137602646626775,0,0.4137602646626775,1
159,eMBB,12.247161107376106,12.247161107376106,0,0
159,URLLC,4.622857843394366,4.5615621452867305,0.06129569810763513,0
159,mMTC,0.40567138643410716,0,0.40567138643410716,1
160,eMBB,12.425715952337377,12.425715952337377,0,0
